"FinalPrice","Day","Month","Year","ReservePrice","ProductRating"
248.97,2,"Aug",2013,114.83,5
185.08,3,"Aug",2013,82.13,2
23.9,4,"Aug",2013,1.8,3
210.26,5,"Aug",2013,96.16,4
203.26,6,"Aug",2013,91.53,3
137.71,7,"Aug",2013,59.68,3
293.98,8,"Aug",2013,138.01,3
26.52,9,"Aug",2013,3.77,5
85.16,10,"Aug",2013,32.8,1
338.2,11,"Aug",2013,160.68,3
31.24,12,"Aug",2013,7.46,3
50.35,13,"Aug",2013,16.38,4
375.98,14,"Aug",2013,179.27,2
101.08,15,"Aug",2013,41.72,3
114.18,16,"Aug",2013,49.77,5
75.66,17,"Aug",2013,30.52,4
129.32,18,"Aug",2013,56.32,3
217.81,19,"Aug",2013,100.83,2
329.71,20,"Aug",2013,156.97,2
145.36,21,"Aug",2013,64.26,4
465.92,22,"Aug",2013,225.78,3
136.37,23,"Aug",2013,60.48,2
27.52,24,"Aug",2013,6.02,2
459.96,25,"Aug",2013,221.21,1
401.53,26,"Aug",2013,191.76,1
293.98,27,"Aug",2013,137.8,1
732.69,28,"Aug",2013,359.03,2
144.41,29,"Aug",2013,66.05,3
116.24,30,"Aug",2013,50.26,2
160.88,31,"Aug",2013,74.49,4
43.87,1,"Sep",2013,12.42,5
264.47,2,"Sep",2013,123.26,4
137.76,3,"Sep",2013,58.49,4
66.48,4,"Sep",2013,23.46,3
72.5,5,"Sep",2013,25.08,1
432.15,6,"Sep",2013,206.79,5
513.2,7,"Sep",2013,247.3,2
59.22,8,"Sep",2013,21.71,4
310.71,9,"Sep",2013,145.92,3
151.18,10,"Sep",2013,65.85,2
297.25,11,"Sep",2013,139.47,1
56.02,12,"Sep",2013,18.57,1
220.42,13,"Sep",2013,102.08,5
22.37,14,"Sep",2013,2.09,1
145.77,15,"Sep",2013,64.56,2
75.39,16,"Sep",2013,27.97,1
427.9,17,"Sep",2013,205.57,3
182.03,18,"Sep",2013,81.92,1
27.9,19,"Sep",2013,5,1
109.16,20,"Sep",2013,46.76,3
306.66,21,"Sep",2013,145.96,5
136.52,22,"Sep",2013,60.25,5
95.06,23,"Sep",2013,39.67,2
415.14,24,"Sep",2013,200.26,5
225.24,25,"Sep",2013,105.1,5
352.36,26,"Sep",2013,167.81,1
88.67,27,"Sep",2013,37.56,4
460.84,28,"Sep",2013,222.81,3
39.69,29,"Sep",2013,12.94,5
112.84,30,"Sep",2013,48.7,1
142.44,1,"Oct",2013,61.43,4
296.76,2,"Oct",2013,136.29,1
102.04,3,"Oct",2013,41.73,5
157.37,4,"Oct",2013,69.2,4
64.28,5,"Oct",2013,22.7,5
84.34,6,"Oct",2013,32.77,3
110.52,7,"Oct",2013,45.85,3
174.22,8,"Oct",2013,77.11,4
307.36,9,"Oct",2013,145.09,3
86.33,10,"Oct",2013,34.89,4
285.59,11,"Oct",2013,134,2
21.74,12,"Oct",2013,0.94,1
34.6,13,"Oct",2013,8.24,5
67.66,14,"Oct",2013,24.25,2
96.18,15,"Oct",2013,40.45,5
45.74,16,"Oct",2013,14.52,5
175.84,17,"Oct",2013,78.76,1
212.3,18,"Oct",2013,98.55,4
53.47,19,"Oct",2013,17.52,1
254.74,20,"Oct",2013,120.13,5
222.44,21,"Oct",2013,103.03,3
109.91,22,"Oct",2013,46.17,2
73.92,23,"Oct",2013,28.62,4
98.6,24,"Oct",2013,41.46,5
164.82,25,"Oct",2013,75.2,4
368.86,26,"Oct",2013,176.37,2
445.37,27,"Oct",2013,215.22,2
176.92,28,"Oct",2013,82.29,2
153.2,29,"Oct",2013,69.21,2
35.99,30,"Oct",2013,10.69,2
72.46,31,"Oct",2013,29.93,5
168.07,1,"Nov",2013,73.44,2
163.1,2,"Nov",2013,71.96,3
558.77,3,"Nov",2013,270.96,5
227.34,4,"Nov",2013,103.98,2
157.2,5,"Nov",2013,69.15,4
81.54,6,"Nov",2013,29.76,1
209.94,7,"Nov",2013,94.61,1
101.44,8,"Nov",2013,41.63,2
129.33,9,"Nov",2013,55.47,4
265.91,10,"Nov",2013,123.28,1
81.05,11,"Nov",2013,30.97,1
75.11,12,"Nov",2013,29.17,2
263.28,13,"Nov",2013,123.5,3
382.11,14,"Nov",2013,182.11,3
150.3,15,"Nov",2013,65.72,1
190.49,16,"Nov",2013,88.3,5
235.65,17,"Nov",2013,108.48,2
292.17,18,"Nov",2013,138.48,5
130.39,19,"Nov",2013,57.76,3
243.14,20,"Nov",2013,112.23,1
61.11,21,"Nov",2013,22.13,2
52.03,22,"Nov",2013,17.65,2
232.13,23,"Nov",2013,107.98,2
174.36,24,"Nov",2013,78.01,1
256.21,25,"Nov",2013,120.1,2
219.35,26,"Nov",2013,102.05,3
40.09,27,"Nov",2013,13.46,5
233.09,28,"Nov",2013,108.65,2
26.84,29,"Nov",2013,6.45,2
139.98,30,"Nov",2013,63.21,3
71.51,1,"Dec",2013,26.23,3
126.96,2,"Dec",2013,53.89,2
379.81,3,"Dec",2013,178.94,2
84.1,4,"Dec",2013,32.05,1
98.36,5,"Dec",2013,40.53,5
196.36,6,"Dec",2013,88.82,4
172.28,7,"Dec",2013,77.65,5
110,8,"Dec",2013,45.62,5
46.13,9,"Dec",2013,12.93,1
109.69,10,"Dec",2013,45.31,3
200.18,11,"Dec",2013,91.17,2
96.64,12,"Dec",2013,40.03,4
221.73,13,"Dec",2013,102.07,2
457.59,14,"Dec",2013,220.88,5
126.91,15,"Dec",2013,54.41,2
222.42,16,"Dec",2013,101.54,2
347,17,"Dec",2013,164.83,1
199.71,18,"Dec",2013,91.66,2
75.71,19,"Dec",2013,30.13,5
65.52,20,"Dec",2013,25.05,3
198.58,21,"Dec",2013,92.05,5
176.65,22,"Dec",2013,80.25,2
396.53,23,"Dec",2013,190.65,5
146.12,24,"Dec",2013,64.37,2
16.14,25,"Dec",2013,1.19,3
55.77,26,"Dec",2013,21.21,5
82.93,27,"Dec",2013,34.4,4
61.78,28,"Dec",2013,22.99,2
300.96,29,"Dec",2013,144.79,5
166.78,30,"Dec",2013,75.95,2
154.37,31,"Dec",2013,70.23,5
