"FinalPrice","Day","Month","Year","ReservePrice","ProductRating"
52.93,23,"Feb",2014,19.26,5
229.98,24,"Feb",2014,107.82,4
24.79,25,"Feb",2014,3.59,1
21.41,26,"Feb",2014,3.16,1
321.02,27,"Feb",2014,153.91,5
80.11,28,"Feb",2014,33.57,3
203.63,1,"Mar",2014,90.64,1
280.43,2,"Mar",2014,130.76,5
38.05,3,"Mar",2014,8.83,3
130.68,4,"Mar",2014,55.65,3
336.33,5,"Mar",2014,158.53,2
169.63,6,"Mar",2014,76.13,3
50.42,7,"Mar",2014,15.12,1
121.23,8,"Mar",2014,51.64,4
109.13,9,"Mar",2014,46.03,4
357.98,10,"Mar",2014,169.31,3
263.88,11,"Mar",2014,120.94,1
64.13,12,"Mar",2014,22.58,2
216.73,13,"Mar",2014,100.15,4
227.26,14,"Mar",2014,105.8,5
184.03,15,"Mar",2014,83.09,3
43.87,16,"Mar",2014,13.64,5
181.45,17,"Mar",2014,81.4,1
503.01,18,"Mar",2014,193.59,4
411.35,19,"Mar",2014,196.82,1
203.25,20,"Mar",2014,93.42,2
126.98,21,"Mar",2014,55.37,3
195.98,22,"Mar",2014,90.75,5
84.2,23,"Mar",2014,34.35,3
42.14,24,"Mar",2014,13.67,5
148.07,25,"Mar",2014,65.84,2
371.13,26,"Mar",2014,177.56,1
293.5,27,"Mar",2014,139.01,4
475.29,28,"Mar",2014,230.43,2
152.97,29,"Mar",2014,68.96,3
162.56,30,"Mar",2014,74.01,4
106.45,31,"Mar",2014,47.09,5
26.6,1,"Apr",2014,3.63,5
44.25,2,"Apr",2014,13.01,4
191.51,3,"Apr",2014,85.96,4
91.18,4,"Apr",2014,36.17,3
246.82,5,"Apr",2014,113.31,4
25.37,6,"Apr",2014,4.3,5
95.95,7,"Apr",2014,39.14,4
32.32,8,"Apr",2014,8.5,5
118.72,9,"Apr",2014,49.17,2
585.23,10,"Apr",2014,283.32,3
72.99,11,"Apr",2014,26.12,1
92.04,12,"Apr",2014,37.16,3
153.25,13,"Apr",2014,67.21,2
120.16,14,"Apr",2014,51.91,1
231.12,15,"Apr",2014,107.47,3
288.81,16,"Apr",2014,137.42,5
82.33,17,"Apr",2014,32.39,3
142.59,18,"Apr",2014,63.6,3
461.62,19,"Apr",2014,222.97,5
106.48,20,"Apr",2014,44.24,1
101.78,21,"Apr",2014,43.84,4
124.99,22,"Apr",2014,54.46,3
221.05,23,"Apr",2014,103.65,4
80.99,24,"Apr",2014,33.17,5
25.27,25,"Apr",2014,4.05,1
130.27,26,"Apr",2014,57.27,1
72.28,27,"Apr",2014,28.37,2
40.6,28,"Apr",2014,13.61,3
42.6,29,"Apr",2014,15.29,5
22.49,30,"Apr",2014,4.52,5
25.21,1,"May",2014,2.14,3
168.77,2,"May",2014,75.36,4
330.88,3,"May",2014,155.66,5
184.21,4,"May",2014,82.2,4
97.74,5,"May",2014,38.78,4
35.64,6,"May",2014,7.46,1
65.62,7,"May",2014,21.82,1
52.28,8,"May",2014,16.81,3
159.83,9,"May",2014,71.33,4
114.35,10,"May",2014,47.56,4
325.38,11,"May",2014,154.3,4
142.83,12,"May",2014,62.21,2
125.35,13,"May",2014,54.18,3
215.31,14,"May",2014,99.49,3
166.94,15,"May",2014,75.59,4
235.48,16,"May",2014,109.35,3
124.39,17,"May",2014,53.54,5
324.6,18,"May",2014,154.21,3
105.09,19,"May",2014,44.28,1
77.25,20,"May",2014,31.15,2
87.14,21,"May",2014,34.15,1
485.1,22,"May",2014,233.74,3
33.36,23,"May",2014,9.66,5
126.46,24,"May",2014,54.51,2
490.04,25,"May",2014,238.59,4
255.84,26,"May",2014,121.65,5
48.31,27,"May",2014,17.29,2
43.99,28,"May",2014,13.95,2
41.18,29,"May",2014,14.18,3
184.43,30,"May",2014,84.79,3
93.09,31,"May",2014,39.36,3
278.63,1,"Jun",2014,128.02,1
490.95,2,"Jun",2014,236.18,5
413.54,3,"Jun",2014,197.4,4
23.88,4,"Jun",2014,3.21,5
189.21,5,"Jun",2014,86.03,5
373.94,6,"Jun",2014,176.73,3
256,7,"Jun",2014,119.82,5
309.56,8,"Jun",2014,144.8,1
66.74,9,"Jun",2014,24.21,2
111.06,10,"Jun",2014,46.24,4
125.94,11,"Jun",2014,53.81,3
94.81,12,"Jun",2014,38.77,5
128.57,13,"Jun",2014,55.03,3
323.27,14,"Jun",2014,152.22,1
90.25,15,"Jun",2014,36.52,4
322.17,16,"Jun",2014,153.18,4
169.68,17,"Jun",2014,77.33,5
64.37,18,"Jun",2014,23.93,1
87.24,19,"Jun",2014,35.16,3
195.25,20,"Jun",2014,89.76,5
169.13,21,"Jun",2014,76.01,1
454.04,22,"Jun",2014,219.62,5
91.91,23,"Jun",2014,39.29,5
17.05,24,"Jun",2014,1.2,3
52.95,25,"Jun",2014,19.42,3
26.2,26,"Jun",2014,6.53,4
164.25,27,"Jun",2014,75.01,5
148.84,28,"Jun",2014,66.62,2
83.76,29,"Jun",2014,34.66,2
90.83,30,"Jun",2014,40,5
23.68,1,"Jul",2014,1.89,2
75.12,2,"Jul",2014,29.15,5
328.95,3,"Jul",2014,154.51,4
149.09,4,"Jul",2014,64.18,2
128.23,5,"Jul",2014,55.13,5
78.71,6,"Jul",2014,30.59,3
227.53,7,"Jul",2014,104.48,3
151.91,8,"Jul",2014,66.03,2
242.07,9,"Jul",2014,112.11,2
258.32,10,"Jul",2014,120.58,4
106.46,11,"Jul",2014,44.38,4
204.16,12,"Jul",2014,43.24,5
200.81,13,"Jul",2014,91.62,5
177.43,14,"Jul",2014,80.6,5
61.31,15,"Jul",2014,22.2,5
136.53,16,"Jul",2014,59.72,4
37.97,17,"Jul",2014,10.81,4
142.9,18,"Jul",2014,64.46,5
102.29,19,"Jul",2014,43.61,4
134.52,20,"Jul",2014,57.91,1
241.65,21,"Jul",2014,113.72,3
328.2,22,"Jul",2014,156.1,2
124.76,23,"Jul",2014,53.46,1
186,24,"Jul",2014,85.73,4
300.5,25,"Jul",2014,142.93,5
209.66,26,"Jul",2014,98.28,5
96.67,27,"Jul",2014,40.17,4
356.49,28,"Jul",2014,170.55,2
87.2,29,"Jul",2014,35.99,2
225.93,30,"Jul",2014,106.16,5
125.75,31,"Jul",2014,56.24,4
74.8,1,"Aug",2014,27.58,3
174.34,2,"Aug",2014,77.04,5
254.84,3,"Aug",2014,117.78,3
134.37,4,"Aug",2014,57.8,5
327.57,5,"Aug",2014,154.36,4
177.09,6,"Aug",2014,80.03,4
376.06,7,"Aug",2014,180.33,5
20.51,8,"Aug",2014,1.57,4
279.09,9,"Aug",2014,130.19,2
346.51,10,"Aug",2014,163.82,2
281.26,11,"Aug",2014,131.08,4
86.14,12,"Aug",2014,34.07,4
154.06,13,"Aug",2014,67.01,1
23.69,14,"Aug",2014,2.85,4
180.41,15,"Aug",2014,82.3,5
185.29,16,"Aug",2014,83.66,3
106.07,17,"Aug",2014,45.06,5
58.14,18,"Aug",2014,20.57,5
125.37,19,"Aug",2014,55.47,5
45.61,20,"Aug",2014,13.87,1
70.95,21,"Aug",2014,26.72,2
28.86,22,"Aug",2014,7.53,5
177.59,23,"Aug",2014,80.84,4
363.38,24,"Aug",2014,174.48,5
289.35,25,"Aug",2014,136.37,2
301.33,26,"Aug",2014,142.18,1
34.72,27,"Aug",2014,10.6,3
24.92,28,"Aug",2014,6.13,5
104.9,29,"Aug",2014,44.99,3
273.58,30,"Aug",2014,129.07,1
127.38,31,"Aug",2014,55.15,2
304.46,1,"Sep",2014,142.39,3
184.08,2,"Sep",2014,80.12,1
156.67,3,"Sep",2014,68.55,4
509.77,4,"Sep",2014,246.19,4
145.91,5,"Sep",2014,64.28,5
133.01,6,"Sep",2014,56.31,5
261.12,7,"Sep",2014,122.88,5
427.29,8,"Sep",2014,203.68,1
134.13,9,"Sep",2014,58.17,2
283.83,10,"Sep",2014,133.54,4
166.37,11,"Sep",2014,74.9,5
222.13,12,"Sep",2014,102.39,3
294.51,13,"Sep",2014,138.13,2
248.51,14,"Sep",2014,115.18,2
202.31,15,"Sep",2014,93.47,3
119.13,16,"Sep",2014,50.77,5
127.88,17,"Sep",2014,55.89,5
28.04,18,"Sep",2014,6.24,4
74.73,19,"Sep",2014,28.74,3
146.28,20,"Sep",2014,63.85,1
54.61,21,"Sep",2014,18.92,1
105.06,22,"Sep",2014,44.57,2
80.39,23,"Sep",2014,32.84,5
123.01,24,"Sep",2014,53.3,2
127.49,25,"Sep",2014,55.6,3
116,26,"Sep",2014,51.25,5
167.14,27,"Sep",2014,76.65,3
206.4,28,"Sep",2014,96.07,3
122.43,29,"Sep",2014,54.33,2
273.82,30,"Sep",2014,129.03,3
35.55,1,"Oct",2014,7.72,5
208.88,2,"Oct",2014,94.01,4
53.6,3,"Oct",2014,17.29,2
238.52,4,"Oct",2014,108.83,1
181.09,5,"Oct",2014,81,5
317.58,6,"Oct",2014,149.73,5
300.33,7,"Oct",2014,141.48,2
281.27,8,"Oct",2014,131.17,5
189.23,9,"Oct",2014,86.72,4
52.49,10,"Oct",2014,16.32,1
69.67,11,"Oct",2014,26.9,5
30.57,12,"Oct",2014,6.32,4
246.69,13,"Oct",2014,113.8,1
19.58,14,"Oct",2014,1.07,3
86.24,15,"Oct",2014,35.36,5
105.83,16,"Oct",2014,45.29,5
214.99,17,"Oct",2014,98.41,1
30.64,18,"Oct",2014,5.9,1
27.92,19,"Oct",2014,5.59,4
60.31,20,"Oct",2014,22.4,3
103.38,21,"Oct",2014,43.93,5
65.8,22,"Oct",2014,26.02,5
27.08,23,"Oct",2014,6.31,5
105.1,24,"Oct",2014,43.85,5
103.57,25,"Oct",2014,44.78,4
36.74,26,"Oct",2014,11.62,4
66.05,27,"Oct",2014,25.36,2
54.73,28,"Oct",2014,21.49,5
28.21,29,"Oct",2014,7.19,3
67.6,30,"Oct",2014,26.82,5
36.83,31,"Oct",2014,10.19,1
288.3,1,"Nov",2014,134.63,2
454.64,2,"Nov",2014,217.48,4
105.01,3,"Nov",2014,42.19,2
34.52,4,"Nov",2014,6.86,1
242.44,5,"Nov",2014,112.52,5
25.39,6,"Nov",2014,2.73,3
29.96,7,"Nov",2014,5.13,2
170.32,8,"Nov",2014,74.56,1
136.05,9,"Nov",2014,59.76,3
156.79,10,"Nov",2014,68,1
44.49,11,"Nov",2014,13.7,3
20.9,12,"Nov",2014,1.78,5
298.7,13,"Nov",2014,140.6,4
144.16,14,"Nov",2014,63.09,1
35.26,15,"Nov",2014,8.95,2
192.5,16,"Nov",2014,88.54,5
160.81,17,"Nov",2014,72.07,5
44.26,18,"Nov",2014,14.43,3
96.77,19,"Nov",2014,40.06,1
271.49,20,"Nov",2014,127,1
233.43,21,"Nov",2014,108.02,1
143.43,22,"Nov",2014,64.69,4
201.54,23,"Nov",2014,93.61,4
64.51,24,"Nov",2014,22.79,1
115.5,25,"Nov",2014,50.79,4
89.04,26,"Nov",2014,36.01,1
31.68,27,"Nov",2014,8.2,2
444.78,28,"Nov",2014,214,1
144.81,29,"Nov",2014,65.62,5
215.83,30,"Nov",2014,101.12,2
177.82,1,"Dec",2014,79.12,4
176.34,2,"Dec",2014,78.33,4
200.89,3,"Dec",2014,89.48,1
508,4,"Dec",2014,245.34,5
394.84,5,"Dec",2014,186.21,1
87.45,6,"Dec",2014,34.06,3
83.22,7,"Dec",2014,32.36,5
47.86,8,"Dec",2014,15.65,5
39.93,9,"Dec",2014,11.19,5
252.23,10,"Dec",2014,116.61,5
41.98,11,"Dec",2014,11.2,3
192.06,12,"Dec",2014,88.39,5
248.35,13,"Dec",2014,116,3
202.03,14,"Dec",2014,92.92,3
17.95,15,"Dec",2014,1.68,4
716.27,16,"Dec",2014,349.11,1
326.7,17,"Dec",2014,154.02,1
87.63,18,"Dec",2014,35.07,1
38.08,19,"Dec",2014,9.61,2
306.4,20,"Dec",2014,145.57,4
181.02,21,"Dec",2014,83.05,5
57.16,22,"Dec",2014,20.28,3
152.79,23,"Dec",2014,67.92,2
33.24,24,"Dec",2014,9.21,4
66.96,25,"Dec",2014,25.08,1
120.38,26,"Dec",2014,52.84,4
60.15,27,"Dec",2014,22.04,3
229.91,28,"Dec",2014,108.13,3
595.72,29,"Dec",2014,289.05,1
272.29,30,"Dec",2014,129.02,4
106.44,31,"Dec",2014,45.91,4
